summary,ours
"d sick leave policies came to Maryland, D.C. before Austin | PolitiFact Texas",0
NC education leader tweets doctored rally photo | PolitiFact North Carolin,0
"Quote about tax dollars, the poor and Christianity was not said by Jimmy Carter | PolitiFact Facebook fact-checks",0
xconn chairman Terry Gou says extreme weather suspended work last year | PolitiFact Wisconsin,0
Are a quarter of vehicles on Missouri highways defective? | PolitiFact Missour,0
"Do prescription drug monitoring programs leave states ""worse off""? | PolitiFact Missour",0
"Yes, millions of families spend the bulk of income on housing",0
Trump hits pay dirt with claim on Wisconsin's low unemployment | PolitiFact Wisconsin,0
Booker’s argument for environmental justice stays within the lines | PolitiFact Health Check,0
"No, Joe Biden didn’t say the Germans bombed Pearl Harbor | PolitiFact Facebook fact-checks",0
"No, it was not illegal to profit off U.S. healthcare before a Nixon-era law | PolitiFact Facebook fact-checks",0
Unfounded Oklahoma City bombing conspiracy theory involving Hillary Clinton resurfaces | PolitiFact Facebook fact-checks,0
"That rumor about Facebook going public with your posts and pictures is old, fake news | PolitiFact Facebook fact-checks",0
Trump says Wisconsin poverty rate is lowest in 22 years. It’s not. | PolitiFact Wisconsin,0
resident Trump's China trade deficit claim doesn't quite measure up to $500B | PolitiFact Wisconsin,0
Elizabeth Warren says she warned about the financial crisis before it happened. That's True,0
NY AG emphasizes key fact in citizenship question case | PolitiFact New York,0
"Contrary to Tina Freitas, Emmett Hanger didn't vote for three largest Virginia tax plans | PolitiFact Virgin",0
Is the unemployment rate in Columbia among the lowest in the U.S.? | PolitiFact Missour,0
Was Donald Trump the target of a coup? N,0
"Donald Trump repeats, falsely, that doctors, mothers decide to execute live babies after birth",0
"No, Mitch McConnell was not cured of polio as a child because of government-funded care | PolitiFact Facebook fact-checks",0
"Does half the U.S. population have diabetes or prediabetes, as Tim Ryan claimed?",0
Congress hopeful's paycheck claim bounces | PolitiFact Illinois,0
Is the high cost of insulin keeping diabetics from taking their medicine? | PolitiFact Health Check,0
Are all Missouri coal ash ponds really causing groundwater contamination? | PolitiFact Missour,0
About 74% of Texans live in just 4% of the state's land | PolitiFact Texas,0
"No, a New York Democrat named Jenna Tull didn’t say older Americans should be euthanized | PolitiFact Facebook fact-checks",0
"No, Shakespeare didn’t say, “Life is short. So love your life.” | PolitiFact Facebook fact-checks",0
"Migrant infants have appeared as defendants in immigration court for years, despite viral claim | PolitiFact Facebook fact-checks",0
rogressive Democratic group's attack on Joe Biden's voting record needs some contex,0
"No, Wikileaks didn’t release an email that shows Hillary Clinton insulting Michelle Obama | PolitiFact Facebook fact-checks",0
"No, George Soros never said he made it his life’s mission to ‘destroy the United States’ | PolitiFact Facebook fact-checks",0
Wisconsin state senator hits pothole with claim on costs of bad roads | PolitiFact Wisconsin,0
Klobuchar wants to stop pay-for-delay deals that keep drug prices high | PolitiFact Health Check,0
Newsom: California Leads On Prescription Drugs | PolitiFact Health Check,0
Rushing is right: half of NC9 Republicans don't live in the district | PolitiFact North Carolin,0
TV ad misleads on Florida plan to import drugs from Canada | PolitiFact Florid,0
Is most home care paid by government programs?,0
"No, border guards didn’t seize guns and ammunition from Muslim immigrants | PolitiFact Facebook fact-checks",0
Nick Schroer wrong that more women have died from legal abortions since Roe v. Wade | PolitiFact Missour,0
Does Texas Have a Veterans Treatment Court In Each County? | PolitiFact Missour,0
"Is Pete Buttigieg's time as mayor more executive experience than Mike Pence's time as governor, VP?",0
"Bernie Sanders set off a firestorm over prisoners voting, but his facts are straight | PolitiFact Vermon",0
Is Joe Manchin the only senator to consistently vote against the nuclear option? | PolitiFact West Virgin,0
Have exports from West Virginia risen faster than the U.S. as a whole? | PolitiFact West Virgin,0
Does West Virginia trail its neighbors in STEM graduates? | PolitiFact West Virgin,0
Taking stock of small businesses' impact on the W.Va. economy | PolitiFact West Virgin,0
Do more than 20 veterans die by suicide every day? | PolitiFact West Virgin,0
Are a majority of working women earning the minimum wage? No | PolitiFact Californ,0
Jared Kushner wrong on scope of Russia’s interference,0
State Sen. Craig hits and misses when taking aim at Wisconsin governor's budget | PolitiFact Wisconsin,0
"Dan Patrick says the remains of 1,671 migrants have been discovered in Texas | PolitiFact Texas",0
"No, Donald Trump is not the first president with low approval amid a good economy",0
"US minorities surpassed 25 percent of electorate when Obama ran in 2008, and it's going up",0
Image of Colombian protester is falsely described as example of Iranian torture of women | PolitiFact Facebook fact-checks,0
Democratic congressional candidate right about poor military facilities | PolitiFact North Carolin,0
"Is racial gap in infant mortality higher today than in 1850, as Beto O'Rourke says? | PolitiFact Virgin",0
Did Donald Trump ‘fully’ cooperate with Mueller investigation? N,0
"No, anti-vaccination meme is way off on vaccine testing | PolitiFact Facebook fact-checks",0
"No, a PETA activist wasn’t taped to a tree after protesting a biker rally | PolitiFact Facebook fact-checks",0
Was Jimmy Carter the last president to call Israeli settlements illegal?,0
Did Republicans rush to repeal law preventing the mentally ill from buying guns in 2017?,0
ritzker-backed group strays from facts in income-tax claim | PolitiFact Illinois,0
Trump calls out N.Y. Dems for vote on expansion of military benefits | PolitiFact New York,0
"$50 billion in Medicare waste? Yes, that's how much in 'improper payments' are made per year",0
heck: Are abortion survivors covered by existing laws? | PolitiFact North Carolin,0
"An unexpected $400 expense would be damaging for many, but Kamala Harris overstates report’s finding | PolitiFact Californ",0
No infant has been reported 'born alive' after an abortion in Texas | PolitiFact Texas,0
"No, Kamala Harris did not push for police officers to ask permission to use their guns | PolitiFact Facebook fact-checks",0
Initiative petitions were filed at record highs in 2018. Experts explain why | PolitiFact Missour,0
"No, Donald Trump did not say in ‘The Art of the Deal’ that ‘being an atheist’ helped him in business | PolitiFact Facebook fact-checks",0
"Has the Affordable Care Act given 200,000-plus West Virginians health coverage? | PolitiFact West Virgin",0
Cuomo’s claim not the case for most NY taxpayers | PolitiFact New York,0
ebook posts wrongly claim photo shows 'Muslims laughing while Notre Dame is burning' | PolitiFact Facebook fact-checks,0
"-checking Tulsi Gabbard's attack on new Trump policy for pork inspections, E. coli testing",0
State Rep. Stubbs hits target with claim on Wisconsin's black infant mortality rate | PolitiFact Wisconsin,0
"No, there was not a man ‘dressed in Muslim garb’ walking in a Notre Dame tower during the fire | PolitiFact Facebook fact-checks",0
Texas Constitution requires lawmakers to stay under the spending limit | PolitiFact Texas,0
Do all North Carolina teachers get a work-free lunch break? | PolitiFact North Carolin,0
Did states with campus-carry laws see enrollment drop? | PolitiFact West Virgin,0
How much debt does Missouri still owe on the formerly named Edward Jones Dome? | PolitiFact Missour,0
Joe Biden cites study that found 25 percent of ankle sprain patients in ERs were prescribed opioids,0
Warner omits VCU from Final Four hoops history | PolitiFact Virgin,0
"U.S. spends 1,000 times more on war than peace, presidential candidate Marianne Williamson says",0
Howard Schultz's flawed swipe at partisan combat over immigration,0
Mulvaney: Trump brought down drug prices for the first time in 50 years | PolitiFact Health Check,0
"No, the measles vaccine didn’t kill hundreds of infants last year | PolitiFact Facebook fact-checks",0
Ilhan Omar misstates the facts about CAIR's founding,0
Emanuel blows smoke about cigarette use among Chicago teens | PolitiFact Illinois,0
"No, a professor didn't say a windmill will 'never generate' the energy invested in building it | PolitiFact Facebook fact-checks",0
GOP blames Evers’ budget for potential property tax hike | PolitiFact Wisconsin,0
NC doesn't have the second-most drug overdose deaths | PolitiFact North Carolin,0
"Cory Booker makes misleading attack on Donald Trump, domestic terrorism funding",0
Viral image about the Confederate flag confuses history | PolitiFact Facebook fact-checks,0
"No, the photo of Muslim women with ‘Down with the USA’ on their hands was not taken in Michigan | PolitiFact Facebook fact-checks",0
"No, Jay-Z did not arrange a $15 million trust fund for Nipsey Hussle’s children | PolitiFact Facebook fact-checks",0
"Hickenlooper expanded Medicaid, created state-run marketplace to insure nearly all Coloradans",0
Activist says F-35s bound for Burlington have a nuclear mission. They don’t. | PolitiFact Vermon,0
Candace Owens' false statement that the Southern strategy is a myth | Pund,0
Did South Bend unemployment fall by half under Mayor Pete Buttigieg?,0
"No, Health and Human Services didn’t say it failed to monitor vaccine safety | PolitiFact Facebook fact-checks",0
"No, the number of projected U.S. Muslim voters in 20 years is still not enough to elect a president | PolitiFact Facebook fact-checks",0
"No, this isn’t a photograph of an immigrant with smallpox | PolitiFact Facebook fact-checks",0
Missouri ranks toward the bottom of higher education funding | PolitiFact Missour,0
"Steineke hits, misses on claim Evers won't meet | PolitiFact Wisconsin",0
McAuliffe does full flop on late-term abortion bill | PolitiFact Virgin,0
"No, 13,506 Marines have not volunteered for White House duty since Trump’s inauguration | PolitiFact Facebook fact-checks",0
"Obama never said, ‘The American dream is to be Donald Trump’ | PolitiFact Facebook fact-checks",0
